date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2015-01-18,6,1,0.0,3.7,1,1,4,05:49 AM,04:06 PM,07:54 AM,05:43 PM,3,0,4,0,26,84,94,3.0,1013,6,7,263,16
2015-01-19,8,-1,0.0,8.7,1,1,0,06:44 AM,05:11 PM,07:54 AM,05:44 PM,1,1,3,1,10,26,88,0.0,1017,8,8,181,6
2015-01-20,9,2,0.0,5.4,1,1,0,07:36 AM,06:20 PM,07:54 AM,05:45 PM,3,4,5,4,11,66,88,0.0,1014,9,10,147,6
2015-01-21,8,1,0.0,7.0,1,1,3,08:22 AM,07:32 PM,07:53 AM,05:46 PM,2,1,4,1,22,55,85,0.5,1018,8,8,268,14
2015-01-22,3,-1,0.0,3.7,1,1,10,09:05 AM,08:44 PM,07:52 AM,05:47 PM,-2,-1,1,-1,11,81,81,0.0,1029,3,7,201,8
2015-01-23,2,-2,0.1,5.4,1,1,18,09:45 AM,09:55 PM,07:52 AM,05:48 PM,-3,-2,0,-2,9,64,76,0.1,1022,2,10,100,6
2015-01-24,4,-4,0.0,8.7,1,1,25,10:22 AM,11:04 PM,07:51 AM,05:50 PM,-4,-3,0,-3,18,33,75,0.0,1010,4,10,268,12
2015-01-25,5,1,0.0,3.8,1,1,32,10:59 AM,No moonset,07:50 AM,05:51 PM,2,0,3,0,19,100,96,5.1,1007,5,5,150,12
2015-01-26,-2,-6,0.0,5.4,1,1,39,11:37 AM,12:11 AM,07:50 AM,05:52 PM,-7,-10,-4,-10,20,85,82,0.0,1013,-2,10,183,16
2015-01-27,-3,-7,0.0,8.7,1,1,47,12:16 PM,01:17 AM,07:49 AM,05:53 PM,-10,-9,-5,-9,13,36,69,0.0,1020,-3,10,116,10
2015-01-28,0,-9,0.0,8.7,1,1,54,12:58 PM,02:19 AM,07:48 AM,05:54 PM,-8,-7,-4,-7,13,19,76,0.0,1027,0,10,91,8
2015-01-29,7,-1,0.0,3.8,1,1,61,01:43 PM,03:19 AM,07:48 AM,05:55 PM,-1,-3,2,-3,37,85,81,0.0,1016,7,10,225,21
2015-01-30,0,-5,0.0,8.7,1,1,69,02:31 PM,04:14 AM,07:47 AM,05:56 PM,-6,-7,-2,-7,21,52,75,0.0,1030,0,10,254,15
2015-01-31,3,-5,0.0,8.7,1,1,72,03:23 PM,05:05 AM,07:46 AM,05:58 PM,-6,-3,-0,-3,12,29,65,0.5,1029,3,9,196,9
2015-02-01,6,-0,0.0,5.4,1,1,86,04:16 PM,05:52 AM,07:45 AM,05:59 PM,1,-0,3,-0,24,90,84,2.2,1013,6,9,171,14
2015-02-02,2,-7,0.0,8.4,1,1,94,05:11 PM,06:33 AM,07:44 AM,06:00 PM,-8,-10,-4,-10,24,63,78,0.0,1017,2,10,304,19
2015-02-03,2,-6,0.0,10.6,1,1,100,06:06 PM,07:11 AM,07:43 AM,06:01 PM,-11,-6,-2,-6,17,31,53,0.0,1026,2,10,217,12
2015-02-04,8,-2,0.6,6.9,1,1,100,07:02 PM,07:46 AM,07:42 AM,06:02 PM,-3,-2,2,-2,27,47,72,0.7,1020,8,9,250,16
2015-02-05,-4,-9,0.1,10.0,1,1,84,07:57 PM,08:17 AM,07:41 AM,06:03 PM,-11,-11,-6,-11,17,44,70,0.1,1030,-4,9,170,12
2015-02-06,1,-9,0.0,10.0,1,1,76,08:52 PM,08:48 AM,07:40 AM,06:04 PM,-9,-8,-4,-8,17,24,67,0.0,1027,1,10,206,11
2015-02-07,9,-2,0.0,10.0,1,1,69,09:48 PM,09:17 AM,07:39 AM,06:06 PM,1,0,4,0,27,31,84,0.0,1016,9,9,202,14
2015-02-08,11,8,0.0,5.3,1,1,61,10:43 PM,09:47 AM,07:38 AM,06:07 PM,9,7,10,7,33,95,96,0.0,1008,11,9,215,18
2015-02-09,8,-3,0.1,5.4,1,1,53,11:40 PM,10:17 AM,07:37 AM,06:08 PM,-1,-4,1,-4,22,99,87,0.1,1015,8,8,135,17
2015-02-10,1,-5,0.0,10.7,1,1,46,No moonrise,10:50 AM,07:36 AM,06:09 PM,-7,-7,-2,-7,16,28,69,0.0,1023,1,10,37,12
2015-02-11,6,-4,0.0,10.0,1,1,38,12:36 AM,11:27 AM,07:35 AM,06:10 PM,-4,-3,0,-3,15,53,72,0.0,1019,6,10,225,11
2015-02-12,-3,-9,0.0,8.5,1,1,31,01:35 AM,12:07 PM,07:34 AM,06:11 PM,-11,-11,-5,-11,27,63,65,0.2,1024,-3,9,314,20
2015-02-13,-2,-11,0.0,10.8,1,1,23,02:33 AM,12:54 PM,07:32 AM,06:12 PM,-11,-10,-6,-10,12,50,68,0.0,1027,-2,10,160,8
2015-02-14,-1,-12,0.0,7.0,1,1,16,03:32 AM,01:48 PM,07:31 AM,06:14 PM,-11,-13,-6,-13,37,68,67,0.0,1017,-1,10,275,26
2015-02-15,-10,-14,0.0,10.9,1,1,8,04:27 AM,02:48 PM,07:30 AM,06:15 PM,-18,-19,-12,-19,19,53,61,0.0,1033,-10,10,264,14
2015-02-16,-12,-13,4.8,5.4,1,1,1,05:20 AM,03:54 PM,07:29 AM,06:16 PM,-15,-19,-12,-19,17,100,85,5.6,1024,-12,6,64,13
2015-02-17,-5,-21,0.1,8.5,1,1,0,06:09 AM,05:05 PM,07:27 AM,06:17 PM,-12,-17,-12,-17,14,53,94,0.1,1018,-5,5,259,9
2015-02-18,-8,-17,0.7,5.5,1,1,0,06:54 AM,06:17 PM,07:26 AM,06:18 PM,-12,-18,-11,-18,24,94,92,0.8,1017,-8,6,272,16
2015-02-19,-16,-23,0.0,8.5,1,1,0,07:37 AM,07:31 PM,07:25 AM,06:19 PM,-20,-27,-19,-27,23,54,91,0.0,1029,-16,6,275,14
2015-02-20,-10,-28,0.0,7.0,1,1,7,08:16 AM,08:43 PM,07:24 AM,06:20 PM,-18,-23,-17,-23,16,54,94,0.0,1030,-10,5,180,10
2015-02-21,1,-6,3.7,5.5,1,1,14,08:55 AM,09:54 PM,07:22 AM,06:21 PM,-1,-5,-1,-5,17,100,99,6.2,1016,1,4,220,10
2015-02-22,-1,-6,0.0,5.5,1,1,22,09:34 AM,11:03 PM,07:21 AM,06:22 PM,-4,-7,-4,-7,13,100,96,0.0,1028,-1,5,250,8
2015-02-23,-9,-21,0.0,11.0,1,1,29,10:14 AM,No moonset,07:20 AM,06:24 PM,-15,-21,-14,-21,19,25,92,0.0,1037,-9,7,33,11
2015-02-24,-4,-28,0.1,7.1,1,1,37,10:56 AM,12:09 AM,07:18 AM,06:25 PM,-13,-18,-12,-18,20,65,95,0.1,1021,-4,8,192,13
2015-02-25,-1,-4,0.1,5.5,1,1,44,11:42 AM,01:11 AM,07:17 AM,06:26 PM,-3,-6,-2,-6,15,89,96,0.1,1015,-1,7,160,10
2015-02-26,-5,-12,0.1,5.6,1,1,52,12:29 PM,02:09 AM,07:15 AM,06:27 PM,-8,-14,-8,-14,20,97,95,0.1,1020,-5,7,186,14
2015-02-27,-8,-20,0.0,11.1,1,1,60,01:20 PM,03:02 AM,07:14 AM,06:28 PM,-15,-18,-14,-18,12,39,92,0.0,1037,-8,8,223,7
2015-02-28,-4,-14,0.0,8.6,1,1,67,02:12 PM,03:50 AM,07:12 AM,06:29 PM,-10,-13,-8,-13,17,66,89,0.0,1040,-4,10,83,10
2015-03-01,1,-2,0.7,5.6,1,1,72,03:06 PM,04:33 AM,07:11 AM,06:30 PM,0,-2,0,-2,12,100,99,6.1,1029,1,3,210,7
2015-03-02,-2,-10,0.0,10.1,1,1,79,04:01 PM,05:12 AM,07:10 AM,06:31 PM,-6,-9,-5,-9,16,46,94,0.0,1033,-2,8,187,10
2015-03-03,8,-5,0.0,5.6,1,1,86,04:56 PM,05:47 AM,07:08 AM,06:32 PM,2,-2,2,-2,28,91,99,8.1,1016,8,6,181,15
2015-03-04,2,-5,6.6,5.6,1,1,94,05:52 PM,06:19 AM,07:07 AM,06:33 PM,0,-3,0,-3,16,100,98,27.1,1017,2,3,324,11
2015-03-05,-6,-16,3.0,5.6,1,1,100,06:46 PM,06:50 AM,07:05 AM,06:34 PM,-10,-15,-9,-15,19,89,93,3.5,1031,-6,5,185,13
2015-03-06,-3,-21,0.0,7.1,1,1,100,07:42 PM,07:20 AM,07:04 AM,06:35 PM,-11,-15,-11,-15,14,67,95,0.0,1035,-3,5,181,8
2015-03-07,4,-6,0.0,5.7,1,1,84,08:37 PM,07:50 AM,07:02 AM,06:36 PM,-0,-5,-0,-5,32,93,99,0.0,1025,4,10,227,18
2015-03-08,7,-0,0.0,8.6,1,1,77,09:34 PM,08:20 AM,07:00 AM,06:37 PM,4,3,4,3,14,81,96,0.1,1024,7,5,201,8
2015-03-09,8,2,0.0,5.9,1,1,70,10:30 PM,08:52 AM,06:59 AM,06:38 PM,5,4,6,4,14,93,96,0.3,1023,8,5,198,8
2015-03-10,12,4,0.0,8.8,1,1,63,11:27 PM,09:28 AM,06:57 AM,06:40 PM,4,6,8,6,22,69,79,0.5,1019,12,8,170,14
2015-03-11,10,4,0.0,8.8,1,1,55,No moonrise,10:06 AM,06:56 AM,06:41 PM,3,4,7,4,23,65,78,1.5,1018,10,9,198,15
2015-03-12,9,3,0.0,8.8,1,1,48,12:24 AM,10:49 AM,06:54 AM,06:42 PM,2,3,6,3,23,59,77,0.9,1017,9,9,173,14
2015-03-13,9,3,0.0,10.2,1,1,41,01:21 AM,11:38 AM,06:53 AM,06:43 PM,1,3,5,3,20,62,75,1.3,1017,9,9,216,13
2015-03-14,9,2,0.0,8.8,1,1,34,02:15 AM,12:33 PM,06:51 AM,06:44 PM,2,3,5,3,22,59,80,0.8,1016,9,8,217,14
2015-03-15,12,3,0.0,10.2,1,1,26,03:08 AM,01:35 PM,06:50 AM,06:45 PM,4,5,7,5,20,62,83,1.3,1016,12,8,210,13
2015-03-16,10,4,0.0,10.2,1,1,19,03:57 AM,02:41 PM,06:48 AM,06:46 PM,3,5,7,5,19,63,78,0.9,1019,10,8,181,12
2015-03-17,12,3,0.0,8.8,1,1,12,04:43 AM,03:51 PM,06:46 AM,06:47 PM,3,5,7,5,19,64,77,1.6,1019,12,9,129,12
2015-03-18,14,6,0.0,10.2,1,1,4,05:26 AM,05:03 PM,06:45 AM,06:48 PM,6,9,10,9,21,60,79,2.6,1016,14,9,213,13
2015-03-19,9,3,0.0,6.0,1,1,0,06:06 AM,06:15 PM,06:43 AM,06:49 PM,1,4,7,4,17,91,71,3.8,1021,9,8,109,11
2015-03-20,8,5,0.0,6.0,1,1,0,06:46 AM,07:29 PM,06:42 AM,06:50 PM,5,5,7,5,10,91,87,0.8,1019,8,7,124,7
2015-03-21,16,4,0.0,11.6,1,1,3,07:26 AM,08:40 PM,06:40 AM,06:51 PM,6,7,9,7,21,29,82,0.0,1020,16,7,232,13
2015-03-22,9,2,0.0,11.6,1,1,10,08:06 AM,09:50 PM,06:38 AM,06:52 PM,-1,2,5,2,20,12,64,0.0,1023,9,10,45,13
2015-03-23,9,-1,0.0,10.2,1,1,17,08:49 AM,10:56 PM,06:37 AM,06:53 PM,-5,-1,3,-1,22,48,60,0.4,1023,9,9,64,16
2015-03-24,7,-0,0.0,7.5,1,1,24,09:35 AM,11:58 PM,06:35 AM,06:54 PM,1,0,3,0,18,75,84,0.8,1023,7,10,81,13
2015-03-25,16,7,0.0,7.5,1,1,32,10:22 AM,No moonset,06:34 AM,06:55 PM,10,11,12,11,26,68,91,3.0,1016,16,10,203,15
2015-03-26,9,3,0.0,6.1,1,1,39,11:14 AM,12:54 AM,06:32 AM,06:56 PM,5,4,7,4,19,87,89,1.2,1013,9,9,257,14
2015-03-27,3,-4,0.0,7.5,1,1,46,12:06 PM,01:46 AM,06:30 AM,06:57 PM,-5,-3,1,-3,20,68,67,0.0,1018,3,10,341,15
2015-03-28,3,-5,0.0,11.6,1,1,54,01:00 PM,02:31 AM,06:29 AM,06:58 PM,-14,-5,-1,-5,13,1,41,0.0,1026,3,10,183,10
2015-03-29,9,-5,0.0,8.9,1,1,61,01:55 PM,03:11 AM,06:27 AM,06:59 PM,-8,-1,3,-1,19,44,50,2.6,1023,9,9,170,13
2015-03-30,13,2,0.0,11.6,1,1,68,02:50 PM,03:48 AM,06:26 AM,07:00 PM,4,6,8,6,23,26,77,0.0,1018,13,9,276,14
2015-03-31,18,5,0.0,11.6,1,1,72,03:46 PM,04:21 AM,06:24 AM,07:01 PM,6,9,11,9,31,6,73,0.0,1012,18,10,197,20
2015-04-01,17,2,0.0,11.6,1,1,86,04:40 PM,04:52 AM,06:23 AM,07:02 PM,5,9,10,9,15,4,73,0.0,1019,17,10,149,9
2015-04-02,18,8,0.0,6.4,1,1,93,05:36 PM,05:23 AM,06:21 AM,07:02 PM,12,13,14,13,32,77,87,26.2,1012,18,9,185,18
2015-04-03,19,7,0.0,6.4,1,1,100,06:31 PM,05:53 AM,06:20 AM,07:03 PM,13,13,14,13,24,86,92,8.6,1011,19,8,257,16
2015-04-04,11,0,0.0,11.6,1,1,100,07:28 PM,06:22 AM,06:18 AM,07:04 PM,-0,3,6,3,19,8,67,0.0,1025,11,10,290,13
2015-04-05,16,3,0.0,10.3,1,1,84,08:24 PM,06:54 AM,06:16 AM,07:05 PM,2,8,9,8,19,18,62,0.0,1023,16,10,208,11
2015-04-06,17,8,0.0,6.5,1,1,77,09:22 PM,07:29 AM,06:15 AM,07:06 PM,11,12,13,12,18,71,84,0.6,1019,17,8,178,10
2015-04-07,21,14,0.0,7.8,1,1,69,10:19 PM,08:06 AM,06:13 AM,07:07 PM,16,16,17,16,17,88,95,4.5,1017,21,4,178,10
2015-04-08,23,13,0.0,9.0,1,1,61,11:16 PM,08:48 AM,06:12 AM,07:08 PM,17,18,18,18,18,68,94,10.9,1015,23,6,191,11
2015-04-09,23,17,0.0,9.0,1,1,54,No moonrise,09:35 AM,06:10 AM,07:09 PM,19,20,21,20,28,61,92,18.3,1011,23,7,175,16
2015-04-10,20,9,0.0,10.3,1,1,46,12:10 AM,10:27 AM,06:09 AM,07:10 PM,10,13,14,13,31,43,81,7.2,1013,20,10,249,20
2015-04-11,14,5,0.0,11.6,1,1,39,01:03 AM,11:25 AM,06:07 AM,07:11 PM,4,9,10,9,13,3,68,0.0,1024,14,10,168,8
2015-04-12,21,6,0.0,11.6,1,1,31,01:52 AM,12:27 PM,06:06 AM,07:12 PM,7,13,14,13,18,15,67,0.0,1021,21,10,125,10
2015-04-13,18,7,0.0,9.1,1,1,24,02:37 AM,01:33 PM,06:04 AM,07:13 PM,7,11,13,11,22,60,73,1.7,1017,18,9,184,14
2015-04-14,18,9,0.0,10.3,1,1,16,03:19 AM,02:41 PM,06:03 AM,07:14 PM,10,13,14,13,20,57,78,1.1,1016,18,9,156,12
2015-04-15,17,9,0.0,9.1,1,1,9,03:59 AM,03:52 PM,06:02 AM,07:15 PM,9,12,13,12,23,60,78,0.6,1017,17,10,196,14
2015-04-16,17,10,0.0,10.7,1,1,1,04:38 AM,05:03 PM,06:00 AM,07:16 PM,11,12,13,12,20,44,90,2.1,1019,17,10,153,11
2015-04-17,22,13,0.0,13.6,1,1,0,05:17 AM,06:14 PM,05:59 AM,07:17 PM,13,17,18,17,11,28,77,0.0,1018,22,8,235,7
2015-04-18,24,10,0.0,13.6,1,1,0,05:56 AM,07:25 PM,05:57 AM,07:18 PM,12,18,18,18,15,9,67,0.0,1016,24,10,76,8
2015-04-19,18,15,0.0,8.5,1,1,0,06:38 AM,08:34 PM,05:56 AM,07:19 PM,15,16,17,16,40,70,90,15.5,1005,18,9,133,23
2015-04-20,15,8,0.0,9.7,1,1,6,07:23 AM,09:40 PM,05:55 AM,07:20 PM,11,11,13,11,32,71,86,2.0,1001,15,10,246,21
2015-04-21,14,5,0.0,13.3,1,1,14,08:11 AM,10:41 PM,05:53 AM,07:21 PM,5,7,10,7,34,20,73,0.0,1009,14,10,235,21
2015-04-22,11,6,0.0,13.3,1,1,21,09:02 AM,11:36 PM,05:52 AM,07:22 PM,4,6,8,6,25,48,75,0.5,1010,11,10,274,18
2015-04-23,12,2,0.0,13.7,1,1,29,09:56 AM,No moonset,05:51 AM,07:23 PM,0,5,7,5,21,10,64,0.0,1016,12,10,296,15
2015-04-24,16,2,0.0,13.8,1,1,36,10:51 AM,12:25 AM,05:49 AM,07:24 PM,2,9,10,9,12,18,60,0.0,1018,16,10,138,7
2015-04-25,10,6,0.0,8.6,1,1,44,11:47 AM,01:09 AM,05:48 AM,07:25 PM,5,5,8,5,24,86,85,3.2,1007,10,9,88,16
2015-04-26,15,3,0.0,13.3,1,1,52,12:42 PM,01:47 AM,05:47 AM,07:26 PM,4,7,9,7,22,49,73,1.6,1010,15,9,59,15
2015-04-27,15,2,0.0,13.8,1,1,59,01:38 PM,02:22 AM,05:45 AM,07:27 PM,4,10,10,10,14,33,68,0.0,1015,15,10,184,10
2015-04-28,18,9,0.0,12.2,1,1,67,02:33 PM,02:54 AM,05:44 AM,07:28 PM,10,12,13,12,20,58,80,4.0,1014,18,8,204,13
2015-04-29,19,7,0.0,13.9,1,1,74,03:28 PM,03:25 AM,05:43 AM,07:29 PM,7,13,13,13,16,16,69,0.1,1010,19,10,153,10
2015-04-30,15,7,0.0,13.3,1,1,82,04:23 PM,03:54 AM,05:42 AM,07:30 PM,8,10,11,10,19,47,82,3.1,1010,15,9,260,12
2015-05-01,20,6,0.0,13.9,1,1,86,05:20 PM,04:24 AM,05:40 AM,07:31 PM,8,12,13,12,17,28,74,0.0,1018,20,10,256,11
2015-05-02,23,10,0.0,13.9,1,1,93,06:16 PM,04:55 AM,05:39 AM,07:32 PM,9,17,17,17,12,19,62,0.0,1018,23,10,155,7
2015-05-03,25,11,0.0,14.0,1,1,100,07:15 PM,05:29 AM,05:38 AM,07:33 PM,11,18,19,18,14,22,66,0.0,1018,25,10,209,8
2015-05-04,26,14,0.0,14.0,1,1,100,08:13 PM,06:05 AM,05:37 AM,07:34 PM,14,19,19,19,18,16,76,0.3,1021,26,10,218,11
2015-05-05,28,15,0.0,14.0,1,1,85,09:11 PM,06:46 AM,05:36 AM,07:35 PM,15,21,22,21,12,18,71,0.0,1022,28,10,209,7
2015-05-06,29,15,0.0,14.0,1,1,78,10:07 PM,07:32 AM,05:35 AM,07:36 PM,14,23,23,23,8,11,60,0.0,1021,29,10,178,4
2015-05-07,31,17,0.0,14.0,1,1,70,11:01 PM,08:23 AM,05:33 AM,07:37 PM,16,24,24,23,14,23,68,0.2,1018,31,10,148,8
2015-05-08,30,16,0.0,14.1,1,1,63,11:50 PM,09:19 AM,05:32 AM,07:38 PM,16,25,25,24,14,10,64,0.0,1017,30,10,194,9
2015-05-09,29,17,0.0,14.1,1,1,56,No moonrise,10:20 AM,05:31 AM,07:39 PM,17,24,24,23,12,23,71,0.2,1017,29,10,236,8
2015-05-10,29,19,0.0,13.4,1,1,49,12:36 AM,11:24 AM,05:30 AM,07:40 PM,18,24,24,23,14,37,76,0.0,1016,29,10,175,9
2015-05-11,30,17,0.0,14.1,1,1,41,01:19 AM,12:29 PM,05:29 AM,07:41 PM,18,23,23,22,21,34,79,1.5,1014,30,10,234,13
2015-05-12,20,11,0.0,14.1,1,1,34,01:58 AM,01:37 PM,05:28 AM,07:41 PM,11,16,16,16,24,20,74,0.0,1019,20,9,277,17
2015-05-13,18,7,0.0,14.2,1,1,27,02:35 AM,02:46 PM,05:27 AM,07:42 PM,8,13,14,13,15,4,71,0.0,1027,18,10,157,10
2015-05-14,22,8,0.0,12.2,1,1,19,03:13 AM,03:55 PM,05:26 AM,07:43 PM,8,14,15,14,20,48,66,0.0,1026,22,10,107,12
2015-05-15,27,12,0.0,14.2,1,1,12,03:51 AM,05:04 PM,05:25 AM,07:44 PM,16,20,21,20,23,20,76,2.5,1019,27,10,191,14
2015-05-16,22,18,0.0,8.9,1,1,5,04:30 AM,06:13 PM,05:25 AM,07:45 PM,20,21,22,21,17,87,95,0.1,1019,22,4,198,11
2015-05-17,29,18,0.0,13.4,1,1,0,05:13 AM,07:20 PM,05:24 AM,07:46 PM,20,24,24,23,19,55,83,0.0,1019,29,7,185,13
2015-05-18,25,19,0.0,12.3,1,1,0,05:59 AM,08:24 PM,05:23 AM,07:47 PM,20,23,23,22,19,47,86,0.3,1018,25,9,237,12
2015-05-19,20,11,0.0,14.3,1,1,2,06:48 AM,09:23 PM,05:22 AM,07:48 PM,12,16,16,16,20,23,75,0.0,1019,20,9,272,14
2015-05-20,15,6,0.0,11.2,1,1,9,07:42 AM,10:16 PM,05:21 AM,07:49 PM,6,10,11,10,15,53,72,0.1,1019,15,10,67,10
2015-05-21,14,9,0.0,11.2,1,1,17,08:37 AM,11:03 PM,05:21 AM,07:49 PM,7,10,12,10,17,61,75,0.3,1017,14,10,175,12
2015-05-22,23,7,0.0,14.3,1,1,24,09:34 AM,11:44 PM,05:20 AM,07:50 PM,10,15,16,15,17,6,72,0.2,1022,23,9,272,12
2015-05-23,26,10,0.0,14.3,1,1,31,10:31 AM,No moonset,05:19 AM,07:51 PM,10,19,19,19,12,18,61,0.0,1026,26,10,131,7
2015-05-24,28,13,0.0,14.3,1,1,39,11:27 AM,12:21 AM,05:18 AM,07:52 PM,14,21,22,21,22,15,63,0.0,1022,28,10,165,14
2015-05-25,27,19,0.0,12.3,1,1,46,12:23 PM,12:54 AM,05:18 AM,07:53 PM,17,22,23,22,29,46,74,0.2,1019,27,10,199,19
2015-05-26,28,17,0.0,10.1,1,1,53,01:19 PM,01:26 AM,05:17 AM,07:54 PM,19,23,23,22,24,66,82,0.0,1017,28,8,198,16
2015-05-27,28,18,0.0,14.4,1,1,60,02:13 PM,01:56 AM,05:17 AM,07:54 PM,19,23,23,22,24,46,82,5.7,1018,28,7,217,16
2015-05-28,29,17,0.0,14.4,1,1,68,03:09 PM,02:25 AM,05:16 AM,07:55 PM,19,23,23,23,10,43,80,1.0,1021,29,7,152,6
2015-05-29,28,18,0.0,14.4,1,1,75,04:06 PM,02:55 AM,05:16 AM,07:56 PM,19,24,24,23,17,40,81,4.2,1019,28,10,180,12
2015-05-30,29,19,0.0,14.4,1,1,82,05:03 PM,03:28 AM,05:15 AM,07:57 PM,20,25,25,23,20,32,84,0.9,1016,29,9,191,13
2015-05-31,19,13,0.0,9.0,1,1,86,06:02 PM,04:03 AM,05:15 AM,07:57 PM,16,18,18,18,21,81,89,0.0,1015,19,9,176,15
2015-06-01,14,11,0.0,9.0,1,1,100,07:01 PM,04:42 AM,05:14 AM,07:58 PM,10,11,12,11,16,97,89,2.8,1021,14,9,42,12
2015-06-02,20,10,0.0,12.3,1,1,100,07:59 PM,05:26 AM,05:14 AM,07:59 PM,11,14,14,14,13,50,81,0.0,1019,20,8,50,9
2015-06-03,23,9,0.0,14.5,1,1,85,08:55 PM,06:16 AM,05:13 AM,07:59 PM,13,17,18,17,10,22,79,0.0,1017,23,8,101,6
2015-06-04,28,11,0.0,14.5,1,1,77,09:48 PM,07:12 AM,05:13 AM,08:00 PM,16,21,22,21,8,7,74,0.0,1016,28,9,160,5
2015-06-05,28,13,0.0,14.5,1,1,69,10:36 PM,08:12 AM,05:13 AM,08:01 PM,17,23,24,23,13,13,70,1.1,1015,28,10,299,8
2015-06-06,24,16,0.0,12.4,1,1,62,11:20 PM,09:16 AM,05:13 AM,08:01 PM,17,20,20,20,17,50,86,0.1,1017,24,8,44,11
2015-06-07,31,15,0.0,14.5,1,1,54,12:00 AM,10:22 AM,05:12 AM,08:02 PM,18,25,25,24,21,16,71,0.0,1013,31,9,190,13
2015-06-08,24,18,0.0,12.4,1,1,47,No moonrise,11:29 AM,05:12 AM,08:02 PM,19,22,23,22,23,45,87,0.0,1009,24,9,226,15
2015-06-09,27,15,0.0,14.5,1,1,39,12:38 AM,12:36 PM,05:12 AM,08:03 PM,15,21,22,21,12,6,72,0.0,1010,27,8,221,8
2015-06-10,31,17,0.0,14.5,1,1,32,01:14 AM,01:44 PM,05:12 AM,08:03 PM,15,25,25,24,18,8,61,0.0,1011,31,10,218,11
2015-06-11,32,19,0.0,14.5,1,1,24,01:51 AM,02:51 PM,05:12 AM,08:04 PM,18,28,28,26,15,15,60,0.0,1011,32,10,207,9
2015-06-12,32,21,0.0,14.5,1,1,17,02:28 AM,03:59 PM,05:12 AM,08:04 PM,20,29,29,26,22,18,72,1.1,1012,32,10,223,15
