OperatingDate,UnitName,cyHighTemperature,cyImpactName,cyLowTemperature,cyTotal,cyWeather1,cyWeather2
3/19/2017,Newport Aquarium              ,48,No weather impact        ,36,4603,L36/H49/A42/Mostly Cloudy/Pleasant                          ,                                                            
3/19/2017,Adventure Aquarium            ,42,No weather impact        ,35,3882,L35/H46/A40/Partly Cloudy/Pleasant                          ,                                                            
3/20/2017,Dollywood                     ,60,No weather impact        ,34,8963,L34/H61/A48/Mostly Sunny/Pleasant                           ,                                                            
3/20/2017,Stone Mountain                ,76,No weather impact        ,42,860,L42/H76/A58/Mostly Sunny/Pleasant                           ,                                                            
3/20/2017,Newport Aquarium              ,54,No weather impact        ,36,1829,L36/H54/A43/P1.01/Partly Cloudy/Pleasant                    ,                                                            
3/20/2017,Adventure Aquarium            ,46,No weather impact        ,30,1391,L30/H49/A40/Mostly Sunny/Pleasant                           ,                                                            
3/21/2017,Dollywood                     ,79,Precipitation            ,55,0,L55/H79/A66/P1.06/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain                                      
3/21/2017,Stone Mountain                ,85,Both precipitation/temp  ,59,715,L59/H86/A71/P0.28/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain/Some Hot Temps                       
3/21/2017,Newport Aquarium              ,60,No weather impact        ,47,1656,L47/H61/A52/P0.02/Mostly Cloudy/Pleasant                    ,                                                            
3/21/2017,Adventure Aquarium            ,57,No weather impact        ,42,1191,L42/H58/A49/P0.01/Partly Cloudy/Pleasant                    ,                                                            
3/22/2017,Silver Dollar City            ,54,No weather impact        ,45,6455,L45/H57/A51/P0.21/Cloudy/Pleasant                           ,Some Light Rain/Cloudy                                      
3/22/2017,Dollywood                     ,57,No weather impact        ,47,5463,L47/H58/A53/P0.02/Mostly Sunny/Pleasant                     ,                                                            
3/22/2017,Stone Mountain                ,67,No weather impact        ,54,418,L54/H68/A60/Mostly Sunny/Pleasant                           ,                                                            
3/22/2017,Newport Aquarium              ,40,No weather impact        ,30,2135,L30/H45/A37/Clear/Sunney/Pleasant                           ,                                                            
3/22/2017,Adventure Aquarium            ,49,No weather impact        ,28,1715,L28/H50/A40/Mostly Sunny/Pleasant                           ,                                                            
3/23/2017,Silver Dollar City            ,79,No weather impact        ,47,19041,L47/H80/A61/Partly Cloudy/Pleasant                          ,                                                            
3/23/2017,Dollywood                     ,65,No weather impact        ,36,7726,L36/H66/A51/Mostly Sunny/Pleasant                           ,                                                            
3/23/2017,Stone Mountain                ,63,No weather impact        ,48,1053,L48/H64/A56/Partly Cloudy/Pleasant                          ,                                                            
3/23/2017,Wild Adventures               ,69,No weather impact        ,58,1875,L58/H70/A64/Partly Cloudy/Pleasant                          ,                                                            
3/23/2017,Newport Aquarium              ,61,No weather impact        ,28,2377,L28/H62/A44/Mostly Sunny/Pleasant                           ,                                                            
3/23/2017,Adventure Aquarium            ,42,No weather impact        ,22,1771,L22/H45/A33/Mostly Sunny/Pleasant                           ,                                                            
3/24/2017,Silver Dollar City            ,72,Precipitation            ,54,7106,L54/H73/A65/P1.03/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain                                      
3/24/2017,Dollywood                     ,72,No weather impact        ,48,9593,L48/H73/A60/Partly Cloudy/Pleasant                          ,                                                            
3/24/2017,Stone Mountain                ,73,No weather impact        ,54,1686,L54/H73/A63/Mostly Cloudy/Pleasant                          ,                                                            
3/24/2017,Wild Adventures               ,79,No weather impact        ,54,2788,L54/H79/A65/Partly Cloudy/Pleasant                          ,                                                            
3/24/2017,Newport Aquarium              ,77,No weather impact        ,52,3385,L52/H75/A63/Partly Cloudy/Pleasant                          ,                                                            
3/24/2017,Adventure Aquarium            ,55,No weather impact        ,31,2262,L31/H58/A44/Partly Cloudy/Pleasant                          ,                                                            
3/25/2017,Silver Dollar City            ,58,Precipitation            ,49,6269,L49/H60/A53/P0.30/Mostly Cloudy/Pleasant                    ,Substantial Heavy Rain/Cloudy                               
3/25/2017,Dollywood                     ,75,No weather impact        ,54,15958,L54/H76/A66/Mostly Sunny/Pleasant                           ,                                                            
3/25/2017,Stone Mountain                ,74,No weather impact        ,55,2856,L55/H74/A66/Partly Cloudy/Pleasant                          ,                                                            
3/25/2017,Wild Adventures               ,78,No weather impact        ,54,5234,L54/H79/A68/Mostly Sunny/Pleasant                           ,                                                            
3/25/2017,Newport Aquarium              ,77,Unfavorable temperature  ,59,4867,L59/H77/A68/Partly Cloudy/Pleasant                          ,Some Hot Temps                                              
3/25/2017,Adventure Aquarium            ,77,No weather impact        ,44,5126,L44/H75/A56/P0.04/Partly Cloudy/Pleasant                    ,                                                            
3/26/2017,Silver Dollar City            ,70,No weather impact        ,48,11132,L48/H71/A57/Mostly Cloudy/Pleasant                          ,Cloudy                                                      
3/26/2017,Dollywood                     ,73,Precipitation            ,57,7344,L57/H74/A67/P0.40/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain                                      
3/26/2017,Stone Mountain                ,79,No weather impact        ,57,1673,L57/H79/A68/P0.21/Partly Cloudy/Comfortable                 ,Some Light Rain                                             
3/26/2017,Wild Adventures               ,80,No weather impact        ,60,2827,L60/H80/A70/Mostly Sunny/Comfortable                        ,                                                            
3/26/2017,Newport Aquarium              ,68,No weather impact        ,56,4885,L56/H69/A61/P0.27/Cloudy/Comfortable                        ,                                                            
3/26/2017,Adventure Aquarium            ,41,No weather impact        ,40,4432,L40/H44/A43/Cloudy/Pleasant                                 ,                                                            
3/27/2017,Dollywood                     ,77,Precipitation            ,56,7501,L56/H76/A67/P0.44/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain                                      
3/27/2017,Stone Mountain                ,79,No weather impact        ,59,684,L59/H78/A68/P0.01/Partly Cloudy/Comfortable                 ,                                                            
3/27/2017,Wild Adventures               ,82,No weather impact        ,57,0,L57/H83/A70/Mostly Sunny/Comfortable                        ,                                                            
3/27/2017,Newport Aquarium              ,70,No weather impact        ,47,3008,L47/H71/A58/P0.26/Partly Cloudy/Pleasant                    ,                                                            
3/27/2017,Adventure Aquarium            ,60,No weather impact        ,40,1323,L40/H60/A48/P0.09/Mostly Cloudy/Pleasant                    ,                                                            
3/28/2017,Dollywood                     ,70,Precipitation            ,57,0,L57/H71/A63/P0.29/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain                                      
3/28/2017,Stone Mountain                ,80,No weather impact        ,62,387,L62/H80/A69/P0.14/Partly Cloudy/Comfortable                 ,Some Light Rain                                             
3/28/2017,Wild Adventures               ,83,No weather impact        ,57,0,L57/H84/A70/Mostly Sunny/Comfortable                        ,                                                            
3/28/2017,Newport Aquarium              ,61,No weather impact        ,55,3444,L55/H61/A57/Cloudy/Pleasant                                 ,                                                            
3/28/2017,Adventure Aquarium            ,52,No weather impact        ,47,1352,L47/H52/A50/P0.49/Cloudy/Pleasant                           ,                                                            
3/29/2017,Dollywood                     ,78,No weather impact        ,47,12309,L47/H79/A64/Mostly Sunny/Pleasant                           ,                                                            
3/29/2017,Stone Mountain                ,83,Unfavorable temperature  ,57,710,L57/H83/A70/Mostly Sunny/Pleasant                           ,Some Hot Temps                                              
3/29/2017,Wild Adventures               ,87,No weather impact        ,62,0,L62/H88/A73/Mostly Sunny/Comfortable                        ,                                                            
3/29/2017,Newport Aquarium              ,58,No weather impact        ,45,3813,L45/H59/A52/Mostly Cloudy/Pleasant                          ,                                                            
3/29/2017,Adventure Aquarium            ,60,No weather impact        ,45,1210,L45/H60/A51/Partly Cloudy/Pleasant                          ,                                                            
3/30/2017,Dollywood                     ,78,No weather impact        ,55,9750,L55/H78/A69/P0.04/Partly Cloudy/Pleasant                    ,                                                            
3/30/2017,Stone Mountain                ,81,Unfavorable temperature  ,61,1225,L61/H81/A70/P0.09/Partly Cloudy/Comfortable                 ,Some Hot Temps                                              
3/30/2017,Wild Adventures               ,85,No weather impact        ,57,1326,L57/H86/A72/Mostly Sunny/Pleasant                           ,                                                            
3/30/2017,Newport Aquarium              ,79,No weather impact        ,52,4211,L52/H80/A65/P0.03/Cloudy/Pleasant                           ,                                                            
3/30/2017,Adventure Aquarium            ,51,No weather impact        ,35,2001,L35/H52/A44/P0.04/Partly Cloudy/Pleasant                    ,                                                            
3/31/2017,Silver Dollar City            ,61,No weather impact        ,46,5053,L46/H61/A52/Mostly Cloudy/Pleasant                          ,                                                            
3/31/2017,Dollywood                     ,63,Precipitation            ,55,6433,L55/H64/A58/P0.56/Mostly Cloudy/Pleasant                    ,Substantial Heavy Rain/Cloudy                               
3/31/2017,Stone Mountain                ,72,No weather impact        ,60,2071,L60/H73/A65/P0.19/Partly Cloudy/Pleasant                    ,Some Light Rain                                             
3/31/2017,Wild Adventures               ,84,No weather impact        ,67,1732,L67/H84/A74/P0.01/Partly Cloudy/Comfortable                 ,                                                            
3/31/2017,Newport Aquarium              ,58,No weather impact        ,45,5151,L45/H59/A54/P0.35/Cloudy/Pleasant                           ,                                                            
3/31/2017,Adventure Aquarium            ,45,No weather impact        ,38,2314,L38/H48/A43/P1.45/Cloudy/Pleasant                           ,                                                            
4/1/2017,Silver Dollar City            ,67,No weather impact        ,44,15288,L44/H67/A53/Partly Cloudy/Pleasant                          ,                                                            
4/1/2017,Dollywood                     ,63,No weather impact        ,50,16681,L50/H63/A55/Partly Cloudy/Pleasant                          ,                                                            
4/1/2017,Stone Mountain                ,76,No weather impact        ,52,5396,L52/H76/A64/Mostly Sunny/Pleasant                           ,                                                            
4/1/2017,Wild Adventures               ,85,No weather impact        ,53,10063,L53/H86/A69/Mostly Sunny/Pleasant                           ,                                                            
4/1/2017,Newport Aquarium              ,50,No weather impact        ,42,5734,L42/H50/A45/Cloudy/Pleasant                                 ,                                                            
4/1/2017,Adventure Aquarium            ,46,No weather impact        ,38,4908,L38/H51/A44/P0.01/Cloudy/Pleasant                           ,                                                            
4/2/2017,Silver Dollar City            ,73,No weather impact        ,50,11902,L50/H73/A58/P0.10/Cloudy/Pleasant                           ,Some Light Rain/Cloudy                                      
4/2/2017,Dollywood                     ,76,No weather impact        ,39,15235,L39/H77/A58/Mostly Sunny/Pleasant                           ,                                                            
4/2/2017,Stone Mountain                ,81,No weather impact        ,52,4605,L52/H82/A67/Mostly Sunny/Pleasant                           ,                                                            
4/2/2017,Wild Adventures               ,88,No weather impact        ,53,5588,L53/H88/A72/Mostly Sunny/Pleasant                           ,                                                            
4/2/2017,Newport Aquarium              ,65,No weather impact        ,38,4667,L38/H66/A51/Partly Cloudy/Pleasant                          ,                                                            
4/2/2017,Adventure Aquarium            ,61,No weather impact        ,41,3848,L41/H62/A50/Partly Cloudy/Pleasant                          ,                                                            
4/3/2017,Dollywood                     ,71,Precipitation            ,58,3868,L58/H71/A65/P1.31/Mostly Cloudy/Pleasant                    ,Substantial Heavy Rain/Cloudy                               
4/3/2017,Stone Mountain                ,69,Precipitation            ,59,142,L59/H69/A64/P0.40/Cloudy/Comfortable                        ,Substantial Heavy Rain/Cloudy                               
4/3/2017,Wild Adventures               ,88,Precipitation            ,64,1174,L64/H86/A72/P1.37/Mostly Cloudy/Sticky                      ,Substantial Heavy Rain/Cloudy                               
4/3/2017,Newport Aquarium              ,69,No weather impact        ,55,3612,L55/H69/A61/P0.13/Cloudy/Pleasant                           ,                                                            
4/3/2017,Adventure Aquarium            ,67,No weather impact        ,41,724,L41/H67/A54/P0.02/Mostly Cloudy/Pleasant                    ,                                                            
4/4/2017,Stone Mountain                ,82,No weather impact        ,61,5052,L61/H82/A70/Mostly Sunny/Pleasant                           ,                                                            
4/4/2017,Wild Adventures               ,83,Precipitation            ,65,1741,L65/H81/A72/P0.58/Mostly Cloudy/Sticky                      ,Substantial Heavy Rain                                      
4/4/2017,Newport Aquarium              ,67,No weather impact        ,56,3277,L56/H68/A60/Mostly Cloudy/Pleasant                          ,                                                            
4/4/2017,Adventure Aquarium            ,74,No weather impact        ,50,1005,L50/H74/A64/P0.33/Mostly Cloudy/Comfortable                 ,                                                            
4/5/2017,Dollywood                     ,72,Precipitation            ,56,11769,L56/H72/A65/P0.29/Partly Cloudy/Pleasant                    ,Substantial Heavy Rain                                      
4/5/2017,Stone Mountain                ,65,Precipitation            ,59,6,L59/H65/A62/P2.88/Partly Cloudy/Comfortable                 ,Substantial Heavy Rain                                      
4/5/2017,Wild Adventures               ,86,Precipitation            ,69,597,L69/H83/A75/P0.81/Mostly Cloudy/Uncomfortable               ,Substantial Heavy Rain/Cloudy                               
4/5/2017,Newport Aquarium              ,79,No weather impact        ,47,3721,L47/H80/A60/P0.13/Partly Cloudy/Pleasant                    ,                                                            
4/5/2017,Adventure Aquarium            ,67,No weather impact        ,50,1202,L50/H68/A59/Partly Cloudy/Pleasant                          ,                                                            
4/6/2017,Silver Dollar City            ,62,No weather impact        ,40,3593,L40/H62/A51/Mostly Sunny/Pleasant                           ,                                                            
4/6/2017,Dollywood                     ,62,Precipitation            ,43,2200,L43/H63/A48/P0.90/Cloudy/Pleasant                           ,Substantial Heavy Rain/Cloudy                               
4/6/2017,Stone Mountain                ,61,No weather impact        ,49,1527,L49/H61/A53/P0.07/Partly Cloudy/Pleasant                    ,                                                            
4/6/2017,Wild Adventures               ,74,No weather impact        ,57,1996,L57/H74/A66/P0.23/Mostly Sunny/Pleasant                     ,Some Light Rain                                             
4/6/2017,Newport Aquarium              ,58,No weather impact        ,41,4663,L41/H59/A47/P0.37/Cloudy/Pleasant                           ,                                                            
4/6/2017,Adventure Aquarium            ,54,No weather impact        ,45,1113,L45/H57/A49/P1.10/Mostly Cloudy/Pleasant                    ,                                                            
4/7/2017,Silver Dollar City            ,67,No weather impact        ,36,4217,L36/H68/A53/Mostly Sunny/Pleasant                           ,                                                            
4/7/2017,Dollywood                     ,54,No weather impact        ,41,8107,L41/H57/A48/P0.05/Partly Cloudy/Pleasant                    ,                                                            
4/7/2017,Stone Mountain                ,62,No weather impact        ,44,3030,L44/H63/A53/Clear/Sunney/Pleasant                           ,                                                            
4/7/2017,Wild Adventures               ,68,No weather impact        ,48,4105,L48/H68/A58/Clear/Sunney/Pleasant                           ,                                                            
4/7/2017,Newport Aquarium              ,53,No weather impact        ,37,5232,L37/H56/A45/Partly Cloudy/Pleasant                          ,                                                            
4/7/2017,Adventure Aquarium            ,48,No weather impact        ,41,2526,L41/H53/A45/Mostly Cloudy/Pleasant                          ,                                                            
4/8/2017,Silver Dollar City            ,80,No weather impact        ,44,11241,L44/H81/A63/Mostly Sunny/Pleasant                           ,                                                            
4/8/2017,Dollywood                     ,64,No weather impact        ,37,13985,L37/H65/A51/Mostly Sunny/Pleasant                           ,                                                            
4/8/2017,Stone Mountain                ,70,No weather impact        ,40,6236,L40/H71/A56/Clear/Sunney/Pleasant                           ,                                                            
4/8/2017,Wild Adventures               ,71,No weather impact        ,41,10936,L41/H72/A57/Mostly Sunny/Pleasant                           ,                                                            
4/8/2017,Newport Aquarium              ,65,No weather impact        ,34,5055,L34/H66/A50/Mostly Sunny/Pleasant                           ,                                                            
4/8/2017,Adventure Aquarium            ,55,No weather impact        ,38,3765,L38/H58/A47/Mostly Sunny/Pleasant                           ,                                                            
4/9/2017,Silver Dollar City            ,83,No weather impact        ,59,9009,L59/H83/A70/Mostly Sunny/Pleasant                           ,                                                            
4/9/2017,Dollywood                     ,77,No weather impact        ,46,11767,L46/H77/A61/Mostly Sunny/Pleasant                           ,                                                            
4/9/2017,Stone Mountain                ,77,No weather impact        ,41,3464,L41/H78/A61/Mostly Sunny/Pleasant                           ,                                                            
4/9/2017,Wild Adventures               ,78,No weather impact        ,42,5430,L42/H79/A62/Clear/Sunney/Pleasant                           ,                                                            
4/9/2017,Newport Aquarium              ,78,No weather impact        ,44,3193,L44/H79/A62/Mostly Sunny/Pleasant                           ,                                                            
4/9/2017,Adventure Aquarium            ,68,No weather impact        ,34,3397,L34/H69/A53/Mostly Sunny/Pleasant                           ,                                                            
4/10/2017,Dollywood                     ,81,No weather impact        ,54,11831,L54/H82/A69/Mostly Sunny/Pleasant                           ,                                                            
4/10/2017,Stone Mountain                ,80,No weather impact        ,49,694,L49/H80/A65/Mostly Sunny/Pleasant                           ,                                                            
4/10/2017,Newport Aquarium              ,81,Unfavorable temperature  ,62,1372,L62/H82/A72/Partly Cloudy/Pleasant                          ,Some Hot Temps                                              
4/10/2017,Adventure Aquarium            ,80,No weather impact        ,45,2630,L45/H80/A62/Mostly Sunny/Pleasant                           ,                                                            
4/11/2017,Dollywood                     ,79,No weather impact        ,59,8906,L59/H80/A71/Mostly Sunny/Pleasant                           ,                                                            
4/11/2017,Stone Mountain                ,80,No weather impact        ,55,783,L55/H81/A68/Mostly Sunny/Pleasant                           ,                                                            
4/11/2017,Newport Aquarium              ,71,No weather impact        ,58,2056,L58/H71/A64/P0.34/Cloudy/Pleasant                           ,                                                            
4/11/2017,Adventure Aquarium            ,82,No weather impact        ,55,4292,L55/H83/A69/Mostly Sunny/Pleasant                           ,                                                            
4/12/2017,Silver Dollar City            ,79,No weather impact        ,42,4941,L42/H79/A62/Mostly Sunny/Pleasant                           ,                                                            
4/12/2017,Dollywood                     ,76,No weather impact        ,57,7502,L57/H76/A68/P0.02/Partly Cloudy/Pleasant                    ,                                                            
4/12/2017,Stone Mountain                ,80,No weather impact        ,58,1158,L58/H80/A68/P0.03/Partly Cloudy/Pleasant                    ,                                                            
4/12/2017,Newport Aquarium              ,70,No weather impact        ,47,2059,L47/H71/A59/Partly Cloudy/Pleasant                          ,                                                            
4/12/2017,Adventure Aquarium            ,76,No weather impact        ,57,4959,L57/H77/A67/Mostly Sunny/Pleasant                           ,                                                            
4/13/2017,Silver Dollar City            ,82,No weather impact        ,56,5722,L56/H83/A70/Partly Cloudy/Pleasant                          ,                                                            
4/13/2017,Dollywood                     ,81,No weather impact        ,52,11190,L52/H81/A68/Mostly Sunny/Pleasant                           ,                                                            
4/13/2017,Stone Mountain                ,82,No weather impact        ,56,1097,L56/H83/A70/Mostly Sunny/Pleasant                           ,                                                            
4/13/2017,Newport Aquarium              ,78,No weather impact        ,47,2542,L47/H79/A63/Mostly Sunny/Pleasant                           ,                                                            
4/13/2017,Adventure Aquarium            ,65,No weather impact        ,48,5432,L48/H65/A58/Mostly Sunny/Pleasant                           ,                                                            
4/14/2017,Silver Dollar City            ,83,No weather impact        ,60,12140,L60/H83/A72/Mostly Sunny/Pleasant                           ,                                                            
4/14/2017,Dollywood                     ,82,No weather impact        ,57,16720,L57/H82/A71/Mostly Sunny/Pleasant                           ,                                                            
4/14/2017,Stone Mountain                ,81,No weather impact        ,59,3488,L59/H82/A71/Mostly Sunny/Pleasant                           ,                                                            
4/14/2017,Wild Adventures               ,83,No weather impact        ,55,2466,L55/H84/A70/Mostly Sunny/Pleasant                           ,                                                            
4/14/2017,Newport Aquarium              ,83,No weather impact        ,51,4160,L51/H83/A69/Mostly Sunny/Pleasant                           ,                                                            
4/14/2017,Adventure Aquarium            ,67,No weather impact        ,47,6183,L47/H68/A56/Mostly Sunny/Pleasant                           ,                                                            
4/15/2017,Silver Dollar City            ,84,No weather impact        ,57,12390,L57/H85/A72/Mostly Sunny/Comfortable                        ,                                                            
4/15/2017,Dollywood                     ,80,No weather impact        ,63,13739,L63/H80/A72/Mostly Sunny/Pleasant                           ,                                                            
4/15/2017,Stone Mountain                ,80,No weather impact        ,58,6284,L58/H81/A70/Mostly Sunny/Pleasant                           ,                                                            
4/15/2017,Wild Adventures               ,83,No weather impact        ,60,6584,L60/H84/A72/Mostly Sunny/Comfortable                        ,                                                            
4/15/2017,Newport Aquarium              ,83,Unfavorable temperature  ,62,3426,L62/H84/A72/P0.08/Partly Cloudy/Pleasant                    ,Some Hot Temps                                              
4/15/2017,Adventure Aquarium            ,66,No weather impact        ,45,5187,L45/H66/A57/Partly Cloudy/Pleasant                          ,                                                            
4/16/2017,Silver Dollar City            ,73,Precipitation            ,60,0,L60/H74/A66/P0.67/Mostly Cloudy/Comfortable                 ,Substantial Heavy Rain                                      
4/16/2017,Dollywood                     ,79,No weather impact        ,66,0,L66/H79/A73/P0.01/Mostly Sunny/Pleasant                     ,                                                            
4/16/2017,Stone Mountain                ,81,No weather impact        ,60,3776,L60/H82/A70/Mostly Sunny/Pleasant                           ,                                                            
4/16/2017,Wild Adventures               ,83,No weather impact        ,60,0,L60/H83/A72/Mostly Sunny/Comfortable                        ,                                                            
4/16/2017,Newport Aquarium              ,82,Unfavorable temperature  ,63,1882,L63/H82/A70/P2.05/Partly Cloudy/Comfortable                 ,Some Hot Temps                                              
4/16/2017,Adventure Aquarium            ,85,Unfavorable temperature  ,55,4462,L55/H86/A71/Mostly Sunny/Comfortable                        ,Some Hot Temps                                              
4/17/2017,Dollywood                     ,78,No weather impact        ,64,5383,L64/H76/A69/P0.06/Partly Cloudy/Pleasant                    ,                                                            
4/17/2017,Stone Mountain                ,79,No weather impact        ,59,695,L59/H78/A69/P0.08/Mostly Sunny/Comfortable                  ,                                                            
4/17/2017,Newport Aquarium              ,70,No weather impact        ,58,1740,L58/H71/A65/Mostly Cloudy/Pleasant                          ,                                                            
4/17/2017,Adventure Aquarium            ,71,No weather impact        ,60,4160,L60/H71/A67/P0.07/Partly Cloudy/Pleasant                    ,                                                            
4/18/2017,Dollywood                     ,69,Precipitation            ,60,2366,L60/H69/A63/P0.32/Mostly Cloudy/Comfortable                 ,Substantial Heavy Rain/Cloudy                               
4/18/2017,Stone Mountain                ,81,No weather impact        ,61,310,L61/H80/A69/P0.23/Partly Cloudy/Sticky                      ,Some Light Rain                                             
4/18/2017,Newport Aquarium              ,79,No weather impact        ,51,1509,L51/H80/A66/Mostly Sunny/Pleasant                           ,                                                            
4/18/2017,Adventure Aquarium            ,68,No weather impact        ,50,2526,L50/H69/A58/Mostly Sunny/Pleasant                           ,                                                            
4/19/2017,Silver Dollar City            ,85,No weather impact        ,57,5943,L57/H85/A71/Mostly Sunny/Comfortable                        ,                                                            
4/19/2017,Dollywood                     ,79,Precipitation            ,59,6382,L59/H77/A66/P0.31/Partly Cloudy/Comfortable                 ,Substantial Heavy Rain                                      
4/19/2017,Stone Mountain                ,79,No weather impact        ,61,907,L61/H78/A68/P0.05/Partly Cloudy/Sticky                      ,                                                            
4/19/2017,Newport Aquarium              ,82,Unfavorable temperature  ,62,1635,L62/H82/A71/Partly Cloudy/Sticky                            ,Some Hot Temps                                              
4/19/2017,Adventure Aquarium            ,61,No weather impact        ,46,2957,L46/H61/A53/Mostly Cloudy/Pleasant                          ,                                                            
4/20/2017,Silver Dollar City            ,72,Precipitation            ,63,2821,L63/H72/A67/P0.54/Mostly Cloudy/Sticky                      ,Substantial Heavy Rain                                      
4/20/2017,Dollywood                     ,82,No weather impact        ,61,9345,L61/H82/A70/P0.03/Mostly Sunny/Comfortable                  ,                                                            
4/20/2017,Stone Mountain                ,84,No weather impact        ,62,591,L62/H84/A71/Partly Cloudy/Sticky                            ,                                                            
4/20/2017,Newport Aquarium              ,84,Unfavorable temperature  ,64,1938,L64/H84/A73/P0.21/Mostly Sunny/Comfortable                  ,Some Hot Temps                                              
4/20/2017,Adventure Aquarium            ,77,No weather impact        ,54,3337,L54/H76/A62/P0.01/Mostly Cloudy/Pleasant                    ,                                                            
4/21/2017,Silver Dollar City            ,60,Precipitation            ,49,2204,L49/H61/A54/P2.75/Cloudy/Pleasant                           ,Substantial Heavy Rain/Cloudy                               
4/21/2017,Dollywood                     ,81,Precipitation            ,62,5832,L62/H81/A70/P0.70/Partly Cloudy/Comfortable                 ,Substantial Heavy Rain                                      
4/21/2017,Stone Mountain                ,87,No weather impact        ,64,1794,L64/H88/A75/Mostly Sunny/Comfortable                        ,                                                            
4/21/2017,Wild Adventures               ,86,No weather impact        ,60,1539,L60/H87/A74/Mostly Sunny/Comfortable                        ,                                                            
4/21/2017,Newport Aquarium              ,70,No weather impact        ,53,2703,L53/H70/A59/P0.55/Mostly Cloudy/Pleasant                    ,                                                            
4/21/2017,Adventure Aquarium            ,60,No weather impact        ,51,3977,L51/H61/A55/P0.39/Cloudy/Pleasant                           ,                                                            
4/22/2017,Silver Dollar City            ,48,Unfavorable temperature  ,44,6387,L44/H49/A48/P0.08/Cloudy/Pleasant                           ,Some Cold Temps/Cloudy                                      
4/22/2017,Dollywood                     ,77,Precipitation            ,57,14134,L57/H76/A65/P1.68/Partly Cloudy/Comfortable                 ,Substantial Heavy Rain                                      
4/22/2017,Stone Mountain                ,82,No weather impact        ,61,4486,L61/H83/A73/Mostly Sunny/Comfortable                        ,                                                            
4/22/2017,Wild Adventures               ,84,No weather impact        ,61,7185,L61/H85/A73/Mostly Sunny/Comfortable                        ,                                                            
4/22/2017,Newport Aquarium              ,54,No weather impact        ,48,4986,L48/H55/A51/P0.17/Mostly Cloudy/Pleasant                    ,                                                            
4/22/2017,Adventure Aquarium            ,56,No weather impact        ,50,5278,L50/H57/A54/P0.09/Cloudy/Pleasant                           ,                                                            
4/23/2017,Silver Dollar City            ,70,No weather impact        ,42,12103,L42/H70/A56/Mostly Sunny/Pleasant                           ,                                                            
4/23/2017,Dollywood                     ,59,Precipitation            ,54,2702,L54/H60/A57/P1.98/Mostly Cloudy/Pleasant                    ,Substantial Heavy Rain/Cloudy                               
4/23/2017,Stone Mountain                ,68,Precipitation            ,53,1609,L53/H68/A61/P0.55/Cloudy/Comfortable                        ,Substantial Heavy Rain/Cloudy                               
4/23/2017,Wild Adventures               ,85,No weather impact        ,60,3533,L60/H84/A73/Mostly Sunny/Comfortable                        ,                                                            
4/23/2017,Newport Aquarium              ,64,No weather impact        ,42,2441,L42/H65/A54/Partly Cloudy/Pleasant                          ,                                                            
4/23/2017,Adventure Aquarium            ,64,No weather impact        ,44,3999,L44/H64/A54/Partly Cloudy/Pleasant                          ,                                                            
4/24/2017,Dollywood                     ,63,No weather impact        ,50,3060,L50/H64/A57/Partly Cloudy/Pleasant                          ,                                                            
4/24/2017,Stone Mountain                ,65,No weather impact        ,51,240,L51/H65/A56/Cloudy/Pleasant                                 ,Cloudy                                                      
4/24/2017,Newport Aquarium              ,73,No weather impact        ,48,783,L48/H74/A61/Partly Cloudy/Pleasant                          ,                                                            
4/24/2017,Adventure Aquarium            ,57,No weather impact        ,49,1541,L49/H57/A53/P0.02/Mostly Cloudy/Pleasant                    ,                                                            
4/25/2017,Stone Mountain                ,79,No weather impact        ,56,587,L56/H78/A66/Partly Cloudy/Comfortable                       ,                                                            
4/25/2017,Newport Aquarium              ,79,No weather impact        ,52,1418,L52/H78/A66/Mostly Sunny/Pleasant                           ,                                                            
4/25/2017,Adventure Aquarium            ,53,No weather impact        ,51,1561,L51/H55/A53/P0.40/Cloudy/Pleasant                           ,                                                            
4/26/2017,Silver Dollar City            ,70,Precipitation            ,45,804,L45/H70/A56/P1.30/Cloudy/Pleasant                           ,Substantial Heavy Rain/Cloudy                               
4/26/2017,Dollywood                     ,82,No weather impact        ,53,4994,L53/H82/A68/Mostly Sunny/Pleasant                           ,                                                            
4/26/2017,Stone Mountain                ,82,No weather impact        ,56,29,L56/H82/A70/Mostly Sunny/Comfortable                        ,                                                            
4/26/2017,Newport Aquarium              ,84,Unfavorable temperature  ,56,1271,L56/H84/A71/Mostly Sunny/Comfortable                        ,Some Hot Temps                                              
4/26/2017,Adventure Aquarium            ,63,No weather impact        ,54,2296,L54/H64/A59/P0.10/Cloudy/Comfortable                        ,                                                            
4/27/2017,Silver Dollar City            ,68,No weather impact        ,41,6645,L41/H68/A54/Partly Cloudy/Pleasant                          ,                                                            
4/27/2017,Dollywood                     ,74,Precipitation            ,63,2611,L63/H75/A68/P0.43/Partly Cloudy/Comfortable                 ,Substantial Heavy Rain                                      
4/27/2017,Stone Mountain                ,82,No weather impact        ,63,250,L63/H80/A70/P0.01/Partly Cloudy/Sticky                      ,                                                            
