date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2015-01-11,9,-4,0.0,7.0,1,1,55,11:50 PM,11:11 AM,07:45 AM,05:40 PM,-10,0,2,0,12,33,44,0.1,1033,9,10,174,6
2015-01-12,7,4,0.0,3.7,1,1,48,No moonrise,11:43 AM,07:45 AM,05:41 PM,5,4,5,4,14,98,97,6.5,1025,7,3,223,7
2015-01-13,4,1,0.0,3.7,1,1,40,12:45 AM,12:16 PM,07:44 AM,05:42 PM,1,0,3,0,13,84,91,0.2,1027,4,7,53,9
2015-01-14,4,-2,0.0,7.0,1,1,33,01:42 AM,12:52 PM,07:44 AM,05:43 PM,0,0,2,0,8,61,90,0.1,1026,4,7,278,5
2015-01-15,4,-3,0.0,7.1,1,1,26,02:39 AM,01:33 PM,07:44 AM,05:44 PM,-4,-0,1,-0,7,43,70,0.1,1023,4,9,263,4
2015-01-16,8,-3,0.0,8.7,1,1,19,03:39 AM,02:18 PM,07:44 AM,05:45 PM,-4,2,2,2,6,4,67,0.0,1023,8,10,281,4
2015-01-17,13,-2,0.0,8.7,1,1,11,04:38 AM,03:11 PM,07:43 AM,05:46 PM,-0,4,5,4,8,1,73,0.0,1022,13,8,160,5
2015-01-18,8,-0,0.0,7.1,1,1,4,05:38 AM,04:09 PM,07:43 AM,05:47 PM,2,1,4,1,17,39,90,1.4,1017,8,5,232,10
2015-01-19,13,0,0.0,8.7,1,1,0,06:33 AM,05:14 PM,07:43 AM,05:48 PM,3,5,6,5,13,5,81,0.0,1017,13,8,223,7
2015-01-20,15,5,0.0,8.7,1,1,0,07:26 AM,06:22 PM,07:42 AM,05:49 PM,7,8,9,8,14,30,86,0.7,1014,15,8,240,8
2015-01-21,10,2,0.0,8.7,1,1,3,08:14 AM,07:33 PM,07:42 AM,05:50 PM,4,5,6,5,9,40,86,0.1,1019,10,6,284,5
2015-01-22,8,1,0.0,8.7,1,1,10,08:58 AM,08:42 PM,07:41 AM,05:51 PM,1,3,4,3,7,34,83,0.0,1027,8,8,296,4
2015-01-23,5,2,0.0,3.8,1,1,18,09:40 AM,09:52 PM,07:41 AM,05:52 PM,3,3,4,3,8,95,96,7.7,1019,5,5,120,5
2015-01-24,4,-0,0.6,7.1,1,1,25,10:19 AM,10:59 PM,07:40 AM,05:53 PM,0,-1,1,-1,14,57,93,0.7,1011,4,3,268,9
2015-01-25,11,-1,0.0,8.7,1,1,32,10:58 AM,No moonset,07:40 AM,05:54 PM,2,4,5,4,10,46,83,0.8,1010,11,6,205,6
2015-01-26,3,-2,0.2,3.8,1,1,39,11:37 AM,12:05 AM,07:39 AM,05:55 PM,-0,-2,1,-2,14,90,91,0.3,1010,3,7,290,10
2015-01-27,2,-3,0.4,3.8,1,1,47,12:17 PM,01:08 AM,07:38 AM,05:56 PM,-3,-3,-0,-3,10,90,83,0.4,1016,2,8,310,7
2015-01-28,6,-6,0.0,8.7,1,1,54,01:01 PM,02:09 AM,07:38 AM,05:57 PM,-8,-2,-0,-2,8,4,58,0.0,1025,6,10,163,5
2015-01-29,12,-2,0.0,7.1,1,1,61,01:46 PM,03:08 AM,07:37 AM,05:58 PM,-0,3,5,3,15,46,70,2.7,1021,12,10,212,9
2015-01-30,2,-4,0.3,3.8,1,1,69,02:35 PM,04:03 AM,07:36 AM,05:59 PM,-2,-3,0,-3,13,75,89,0.3,1027,2,5,277,9
2015-01-31,8,-5,0.0,10.6,1,1,72,03:26 PM,04:54 AM,07:36 AM,06:00 PM,-7,0,0,0,5,38,62,0.0,1028,8,9,144,3
2015-02-01,11,1,0.0,5.3,1,1,86,04:19 PM,05:41 AM,07:35 AM,06:01 PM,1,5,6,5,12,91,74,1.4,1017,11,9,162,7
2015-02-02,8,-4,0.9,5.3,1,1,94,05:13 PM,06:23 AM,07:34 AM,06:02 PM,-1,-3,1,-3,18,86,86,3.2,1015,8,7,294,13
2015-02-03,6,-5,0.0,10.7,1,1,100,06:07 PM,07:02 AM,07:33 AM,06:03 PM,-9,-1,-0,-1,6,9,56,0.0,1027,6,10,222,4
2015-02-04,11,-3,0.0,6.9,1,1,100,07:02 PM,07:38 AM,07:33 AM,06:04 PM,-4,2,3,2,10,61,63,0.0,1022,11,10,228,6
2015-02-05,1,-7,0.1,10.7,1,1,84,07:56 PM,08:11 AM,07:32 AM,06:05 PM,-5,-5,-1,-5,13,32,79,0.3,1024,1,8,282,9
2015-02-06,7,-7,0.0,10.8,1,1,76,08:49 PM,08:42 AM,07:31 AM,06:06 PM,-13,-2,-0,-2,11,15,40,0.0,1028,7,10,197,6
2015-02-07,13,-3,0.0,10.8,1,1,69,09:43 PM,09:14 AM,07:30 AM,06:07 PM,-4,3,5,3,15,5,55,0.0,1021,13,10,218,9
2015-02-08,14,4,0.0,10.1,1,1,61,10:37 PM,09:45 AM,07:29 AM,06:09 PM,7,7,9,7,19,38,86,0.0,1015,14,8,220,12
2015-02-09,13,4,0.0,5.4,1,1,53,11:32 PM,10:16 AM,07:28 AM,06:10 PM,9,9,10,9,13,94,93,1.2,1010,13,5,279,9
2015-02-10,5,-1,0.1,10.1,1,1,46,No moonrise,10:51 AM,07:27 AM,06:11 PM,-0,-0,2,-0,12,58,85,0.2,1017,5,8,141,9
2015-02-11,10,-3,0.0,10.9,1,1,38,12:28 AM,11:29 AM,07:26 AM,06:12 PM,-3,2,3,2,9,4,68,0.0,1018,10,10,228,5
2015-02-12,2,-6,0.0,10.1,1,1,31,01:25 AM,12:10 PM,07:25 AM,06:13 PM,-6,-5,-1,-5,16,53,72,0.0,1021,2,9,307,12
2015-02-13,2,-8,0.0,10.1,1,1,23,02:22 AM,12:58 PM,07:24 AM,06:14 PM,-15,-6,-4,-6,7,37,44,0.0,1026,2,10,309,5
2015-02-14,8,-6,0.1,8.5,1,1,16,03:20 AM,01:52 PM,07:23 AM,06:15 PM,-9,-4,-0,-4,24,48,52,0.1,1017,8,9,259,16
2015-02-15,-3,-13,0.0,10.9,1,1,8,04:16 AM,02:51 PM,07:22 AM,06:16 PM,-18,-13,-8,-13,13,26,46,0.0,1029,-3,10,140,10
2015-02-16,-1,-7,10.9,7.0,1,1,1,05:10 AM,03:57 PM,07:21 AM,06:17 PM,-9,-5,-3,-5,7,69,68,12.8,1019,-1,7,105,5
2015-02-17,-3,-10,0.2,8.5,1,1,0,06:00 AM,05:06 PM,07:19 AM,06:18 PM,-7,-9,-6,-9,11,73,89,0.3,1016,-3,6,311,7
2015-02-18,-3,-12,0.3,5.5,1,1,0,06:46 AM,06:17 PM,07:18 AM,06:18 PM,-10,-13,-8,-13,21,77,82,0.4,1018,-3,9,267,15
2015-02-19,-10,-16,0.1,5.5,1,1,0,07:31 AM,07:29 PM,07:17 AM,06:19 PM,-16,-20,-14,-20,15,83,81,0.1,1028,-10,10,281,11
2015-02-20,-1,-18,0.0,10.1,1,1,7,08:12 AM,08:39 PM,07:16 AM,06:20 PM,-14,-12,-9,-12,8,29,74,0.0,1031,-1,9,136,5
2015-02-21,2,-5,1.4,5.5,1,1,14,08:53 AM,09:48 PM,07:15 AM,06:21 PM,-1,-2,-0,-2,7,95,96,15.9,1022,2,5,164,4
2015-02-22,6,1,0.0,5.5,1,1,22,09:34 AM,10:55 PM,07:14 AM,06:22 PM,3,2,3,2,8,100,99,0.9,1023,6,0,302,5
2015-02-23,1,-5,0.2,5.6,1,1,29,10:15 AM,12:00 AM,07:12 AM,06:23 PM,-3,-5,-2,-5,13,88,92,0.2,1028,1,5,222,9
2015-02-24,1,-5,3.1,7.1,1,1,37,10:59 AM,No moonset,07:11 AM,06:24 PM,-3,-5,-3,-5,9,78,94,3.7,1020,1,4,247,6
2015-02-25,2,-9,4.5,8.6,1,1,44,11:45 AM,01:01 AM,07:10 AM,06:25 PM,-3,-4,-2,-4,8,46,94,5.3,1014,2,4,167,5
2015-02-26,2,-4,0.8,5.6,1,1,52,12:32 PM,01:58 AM,07:09 AM,06:26 PM,-1,-2,-1,-2,8,98,99,0.9,1015,2,0,304,5
2015-02-27,-2,-7,0.1,7.1,1,1,60,01:23 PM,02:50 AM,07:07 AM,06:27 PM,-5,-7,-4,-7,11,67,95,0.1,1031,-2,5,256,7
2015-02-28,4,-7,0.0,7.1,1,1,67,02:15 PM,03:39 AM,07:06 AM,06:28 PM,-2,-4,-1,-4,10,68,97,0.1,1036,4,2,52,6
2015-03-01,6,-2,0.0,5.6,1,1,72,03:09 PM,04:22 AM,07:05 AM,06:29 PM,3,2,3,2,7,81,98,0.0,1031,6,1,156,4
2015-03-02,6,1,0.0,5.6,1,1,79,04:02 PM,05:02 AM,07:03 AM,06:30 PM,4,2,4,2,13,90,96,1.4,1027,6,4,160,7
2015-03-03,11,4,0.0,5.6,1,1,86,04:56 PM,05:39 AM,07:02 AM,06:31 PM,7,7,8,7,7,99,98,0.8,1021,11,3,161,3
2015-03-04,18,7,0.0,5.7,1,1,94,05:50 PM,06:12 AM,07:01 AM,06:32 PM,12,12,13,12,20,90,94,0.4,1014,18,6,249,12
2015-03-05,5,-5,0.2,5.9,1,1,100,06:44 PM,06:45 AM,06:59 AM,06:33 PM,-1,-3,0,-3,14,95,95,2.3,1022,5,6,259,11
2015-03-06,5,-7,0.0,11.6,1,1,100,07:38 PM,07:16 AM,06:58 AM,06:33 PM,-11,-4,-2,-4,9,17,56,0.0,1032,5,10,202,7
2015-03-07,11,-5,0.0,11.6,1,1,84,08:31 PM,07:47 AM,06:57 AM,06:34 PM,-5,2,3,2,12,1,57,0.0,1029,11,10,233,8
2015-03-08,16,-2,0.0,10.2,1,1,77,09:27 PM,08:19 AM,06:55 AM,06:35 PM,2,6,7,6,10,23,75,0.0,1024,16,10,233,6
2015-03-09,14,5,0.0,10.2,1,1,70,10:21 PM,08:52 AM,06:54 AM,06:36 PM,6,8,9,8,6,70,85,1.3,1023,14,5,228,3
2015-03-10,15,6,0.0,8.8,1,1,63,11:18 PM,09:29 AM,06:52 AM,06:37 PM,6,9,10,9,13,67,82,0.6,1020,15,7,207,8
2015-03-11,13,6,0.0,8.8,1,1,55,No moonrise,10:08 AM,06:51 AM,06:38 PM,6,8,9,8,15,62,82,1.0,1018,13,8,186,9
2015-03-12,13,5,0.0,8.8,1,1,48,12:13 AM,10:52 AM,06:49 AM,06:39 PM,5,7,8,7,16,64,79,1.8,1017,13,8,196,11
2015-03-13,12,4,0.0,8.8,1,1,41,01:10 AM,11:42 AM,06:48 AM,06:40 PM,4,6,8,6,14,59,79,1.6,1017,12,8,228,9
2015-03-14,11,4,0.0,8.8,1,1,34,02:04 AM,12:37 PM,06:47 AM,06:41 PM,3,5,7,5,15,58,78,1.5,1017,11,8,227,10
2015-03-15,14,5,0.0,8.8,1,1,26,02:57 AM,01:38 PM,06:45 AM,06:41 PM,5,7,9,7,16,62,78,2.1,1017,14,8,231,10
2015-03-16,14,6,0.0,8.8,1,1,19,03:47 AM,02:42 PM,06:44 AM,06:42 PM,6,8,9,8,14,63,81,1.4,1018,14,8,205,8
2015-03-17,16,6,0.0,8.8,1,1,12,04:34 AM,03:51 PM,06:42 AM,06:43 PM,7,10,11,10,12,59,79,0.9,1019,16,8,188,8
2015-03-18,18,8,0.0,8.8,1,1,4,05:19 AM,05:01 PM,06:41 AM,06:44 PM,8,11,12,11,15,55,80,1.2,1017,18,8,188,9
2015-03-19,10,7,0.0,6.0,1,1,0,06:01 AM,06:12 PM,06:39 AM,06:45 PM,8,8,9,8,9,87,94,6.3,1020,10,4,118,5
2015-03-20,11,8,0.0,6.0,1,1,0,06:42 AM,07:23 PM,06:38 AM,06:46 PM,9,9,9,9,8,96,96,1.4,1019,11,2,261,5
2015-03-21,18,6,0.0,10.2,1,1,3,07:24 AM,08:33 PM,06:37 AM,06:47 PM,7,11,11,11,6,53,81,0.0,1020,18,6,229,4
2015-03-22,18,9,0.0,8.8,1,1,10,08:06 AM,09:41 PM,06:35 AM,06:47 PM,9,12,12,12,5,65,83,3.0,1017,18,9,129,3
2015-03-23,19,8,0.0,11.6,1,1,17,08:50 AM,10:46 PM,06:34 AM,06:48 PM,9,12,12,12,7,39,85,0.8,1017,19,7,116,4
2015-03-24,20,9,0.0,10.2,1,1,24,09:37 AM,11:47 PM,06:32 AM,06:49 PM,11,14,14,14,11,28,83,0.6,1019,20,9,200,7
2015-03-25,21,10,0.0,11.6,1,1,32,10:26 AM,No moonset,06:31 AM,06:50 PM,12,15,16,15,13,40,84,0.0,1019,21,7,199,8
2015-03-26,21,8,0.0,10.2,1,1,39,11:17 AM,12:43 AM,06:29 AM,06:51 PM,12,14,15,14,17,56,86,1.2,1011,21,8,239,11
2015-03-27,8,0,0.3,6.1,1,1,46,12:09 PM,01:35 AM,06:28 AM,06:52 PM,2,2,5,2,14,86,85,2.9,1012,8,7,335,10
2015-03-28,4,-3,0.0,11.6,1,1,54,01:03 PM,02:20 AM,06:26 AM,06:52 PM,-7,-3,-0,-3,11,29,65,0.1,1022,4,10,290,7
2015-03-29,14,-5,0.0,11.6,1,1,61,01:57 PM,03:02 AM,06:25 AM,06:53 PM,-7,4,5,4,10,8,49,0.0,1026,14,10,155,6
2015-03-30,14,3,0.0,10.2,1,1,68,02:51 PM,03:39 AM,06:24 AM,06:54 PM,5,7,8,7,13,55,82,0.8,1019,14,9,262,8
2015-03-31,20,3,0.0,11.6,1,1,72,03:45 PM,04:14 AM,06:22 AM,06:55 PM,7,11,12,11,16,11,75,0.3,1014,20,10,227,10
2015-04-01,19,5,0.0,11.6,1,1,86,04:38 PM,04:46 AM,06:21 AM,06:56 PM,7,12,12,12,9,30,76,0.0,1018,19,7,172,5
2015-04-02,19,10,0.0,10.2,1,1,93,05:32 PM,05:18 AM,06:19 AM,06:57 PM,12,14,15,14,17,41,85,0.2,1020,19,7,183,10
2015-04-03,22,12,0.0,8.9,1,1,100,06:26 PM,05:49 AM,06:18 AM,06:57 PM,14,16,17,16,23,55,85,15.3,1015,22,9,219,14
2015-04-04,13,2,0.0,11.6,1,1,100,07:21 PM,06:21 AM,06:17 AM,06:58 PM,4,7,9,7,13,38,77,0.1,1023,13,7,215,9
2015-04-05,18,0,0.0,11.6,1,1,84,08:16 PM,06:54 AM,06:15 AM,06:59 PM,3,10,10,10,8,13,65,0.0,1025,18,10,164,5
2015-04-06,20,9,0.0,7.7,1,1,77,09:13 PM,07:30 AM,06:14 AM,07:00 PM,10,14,14,14,11,63,79,2.9,1023,20,10,168,6
2015-04-07,21,12,0.0,10.3,1,1,69,10:09 PM,08:08 AM,06:12 AM,07:01 PM,15,17,16,17,11,65,91,4.3,1021,21,5,190,7
2015-04-08,25,12,0.0,10.3,1,1,61,11:05 PM,08:51 AM,06:11 AM,07:02 PM,15,18,19,18,13,33,84,0.4,1019,25,7,211,8
2015-04-09,25,16,0.0,10.3,1,1,54,11:59 PM,09:39 AM,06:10 AM,07:03 PM,17,20,21,20,16,25,83,2.9,1016,25,8,203,10
2015-04-10,19,13,0.0,7.8,1,1,46,No moonrise,10:30 AM,06:08 AM,07:03 PM,16,17,17,17,18,65,93,5.8,1015,19,7,254,10
2015-04-11,20,8,0.0,11.6,1,1,39,12:52 AM,11:28 AM,06:07 AM,07:04 PM,9,14,14,14,9,6,75,0.0,1021,20,8,174,5
2015-04-12,24,8,0.0,11.6,1,1,31,01:41 AM,12:29 PM,06:06 AM,07:05 PM,11,16,17,16,11,13,74,1.8,1022,24,10,138,6
2015-04-13,19,7,0.0,9.1,1,1,24,02:27 AM,01:34 PM,06:04 AM,07:06 PM,7,12,13,12,14,54,72,0.5,1019,19,9,199,9
2015-04-14,20,9,0.0,10.3,1,1,16,03:11 AM,02:40 PM,06:03 AM,07:07 PM,9,14,14,14,13,56,76,1.5,1018,20,9,189,8
2015-04-15,18,10,0.0,9.1,1,1,9,03:53 AM,03:49 PM,06:02 AM,07:08 PM,9,12,13,12,15,63,79,2.9,1018,18,8,195,10
2015-04-16,16,9,0.0,13.1,1,1,1,04:33 AM,04:58 PM,06:00 AM,07:08 PM,11,13,12,13,8,56,93,0.1,1023,16,8,139,4
2015-04-17,21,13,0.0,10.9,1,1,0,05:14 AM,06:08 PM,05:59 AM,07:09 PM,14,17,17,17,6,80,86,1.6,1019,21,8,226,3
2015-04-18,25,12,0.0,13.5,1,1,0,05:56 AM,07:17 PM,05:58 AM,07:10 PM,14,18,18,18,9,45,81,1.1,1015,25,7,128,5
2015-04-19,22,14,0.0,10.9,1,1,0,06:39 AM,08:25 PM,05:57 AM,07:11 PM,16,17,18,17,14,62,91,10.8,1007,22,6,176,8
2015-04-20,20,10,0.0,13.6,1,1,6,07:25 AM,09:30 PM,05:55 AM,07:12 PM,12,15,15,15,21,47,83,0.0,1006,20,7,229,13
2015-04-21,15,7,0.0,13.6,1,1,14,08:14 AM,10:30 PM,05:54 AM,07:13 PM,5,10,10,10,13,33,73,0.0,1013,15,8,251,9
2015-04-22,19,7,0.0,12.1,1,1,21,09:06 AM,11:25 PM,05:53 AM,07:14 PM,8,12,12,12,21,41,76,4.7,1012,19,9,243,13
2015-04-23,16,5,0.0,13.6,1,1,29,09:59 AM,No moonset,05:52 AM,07:14 PM,3,9,10,9,12,9,68,0.0,1016,16,9,310,8
2015-04-24,20,1,0.0,13.6,1,1,36,10:54 AM,12:14 AM,05:51 AM,07:15 PM,2,11,11,11,7,16,58,0.0,1017,20,10,120,4
2015-04-25,20,10,0.0,10.9,1,1,44,11:49 AM,12:58 AM,05:49 AM,07:16 PM,13,15,15,15,14,55,86,2.6,1006,20,9,192,8
2015-04-26,15,10,0.0,8.6,1,1,52,12:43 PM,01:38 AM,05:48 AM,07:17 PM,12,13,13,13,14,76,90,1.3,1005,15,8,284,9
2015-04-27,16,5,0.0,13.7,1,1,59,01:38 PM,02:14 AM,05:47 AM,07:18 PM,5,12,12,12,9,18,68,0.0,1012,16,9,321,6
2015-04-28,20,11,0.0,12.1,1,1,67,02:31 PM,02:47 AM,05:46 AM,07:19 PM,11,15,16,15,16,54,79,2.4,1015,20,8,218,10
2015-04-29,16,8,0.0,11.0,1,1,74,03:25 PM,03:19 AM,05:45 AM,07:19 PM,9,12,12,12,8,55,80,2.9,1009,16,10,177,5
2015-04-30,17,8,0.0,13.3,1,1,82,04:19 PM,03:51 AM,05:44 AM,07:20 PM,9,11,12,11,13,43,82,0.5,1009,17,9,282,9
2015-05-01,14,4,0.0,12.1,1,1,86,05:14 PM,04:22 AM,05:43 AM,07:21 PM,6,9,9,9,8,56,85,0.0,1016,14,7,262,5
2015-05-02,23,3,0.0,13.8,1,1,93,06:09 PM,04:54 AM,05:42 AM,07:22 PM,7,13,14,13,6,17,71,0.0,1019,23,10,268,4
2015-05-03,24,5,0.0,13.8,1,1,100,07:06 PM,05:29 AM,05:40 AM,07:23 PM,9,16,16,16,8,13,66,0.0,1020,24,10,202,5
2015-05-04,25,10,0.0,13.9,1,1,100,08:03 PM,06:07 AM,05:39 AM,07:24 PM,11,17,18,17,11,14,70,0.0,1024,25,10,204,7
2015-05-05,27,13,0.0,13.9,1,1,85,09:00 PM,06:49 AM,05:38 AM,07:25 PM,13,19,19,19,9,32,72,0.0,1025,27,10,181,5
2015-05-06,27,11,0.0,13.9,1,1,78,09:56 PM,07:35 AM,05:37 AM,07:25 PM,14,20,20,20,8,9,71,0.0,1021,27,10,153,5
2015-05-07,29,13,0.0,13.9,1,1,70,10:49 PM,08:26 AM,05:36 AM,07:26 PM,15,21,21,21,8,18,71,0.4,1019,29,10,197,4
2015-05-08,30,14,0.0,13.9,1,1,63,11:40 PM,09:23 AM,05:35 AM,07:27 PM,16,21,21,21,6,19,76,1.6,1018,30,10,198,3
2015-05-09,30,15,0.0,13.9,1,1,56,No moonrise,10:22 AM,05:35 AM,07:28 PM,17,22,23,22,10,20,77,4.6,1019,30,9,148,5
2015-05-10,29,16,0.0,14.0,1,1,49,12:26 AM,11:25 AM,05:34 AM,07:29 PM,17,22,23,22,10,14,75,1.6,1019,29,9,206,6
2015-05-11,28,16,0.0,14.0,1,1,41,01:10 AM,12:29 PM,05:33 AM,07:30 PM,17,23,23,23,14,16,75,2.0,1018,28,10,196,9
2015-05-12,25,14,0.0,12.2,1,1,34,01:51 AM,01:36 PM,05:32 AM,07:30 PM,14,20,20,20,15,54,74,0.3,1020,25,9,264,10
2015-05-13,24,12,0.0,14.0,1,1,27,02:30 AM,02:42 PM,05:31 AM,07:31 PM,10,17,17,17,10,25,68,0.0,1023,24,10,185,6
2015-05-14,27,11,0.0,14.0,1,1,19,03:09 AM,03:50 PM,05:30 AM,07:32 PM,10,19,19,19,11,17,58,0.0,1024,27,10,143,6
2015-05-15,27,13,0.0,14.0,1,1,12,03:49 AM,04:57 PM,05:29 AM,07:33 PM,15,21,21,21,12,29,72,1.6,1023,27,10,207,7
2015-05-16,26,14,0.0,11.1,1,1,5,04:30 AM,06:04 PM,05:29 AM,07:34 PM,17,21,22,21,10,46,79,0.0,1022,26,9,200,6
2015-05-17,25,16,0.0,14.1,1,1,0,05:14 AM,07:10 PM,05:28 AM,07:34 PM,17,21,22,21,11,44,83,0.0,1023,25,8,183,7
2015-05-18,27,16,0.0,14.1,1,1,0,06:01 AM,08:13 PM,05:27 AM,07:35 PM,18,22,23,22,10,27,81,0.3,1021,27,7,220,6
2015-05-19,26,15,0.0,12.2,1,1,2,06:52 AM,09:12 PM,05:26 AM,07:36 PM,18,21,21,21,8,54,86,1.6,1018,26,6,292,5
2015-05-20,28,10,0.0,14.1,1,1,9,07:45 AM,10:05 PM,05:26 AM,07:37 PM,12,20,20,20,6,14,67,0.0,1015,28,8,206,4
2015-05-21,17,12,0.0,10.0,1,1,17,08:40 AM,10:52 PM,05:25 AM,07:38 PM,13,15,16,15,14,71,84,2.8,1015,17,10,286,10
2015-05-22,22,7,0.0,14.1,1,1,24,09:37 AM,11:35 PM,05:24 AM,07:38 PM,8,14,14,14,9,26,70,0.0,1023,22,8,65,6
2015-05-23,27,8,0.0,14.2,1,1,31,10:32 AM,No moonset,05:24 AM,07:39 PM,8,18,18,18,8,10,57,0.0,1027,27,10,139,5
2015-05-24,29,11,0.0,14.2,1,1,39,11:28 AM,12:12 AM,05:23 AM,07:40 PM,12,20,20,20,9,4,64,0.0,1025,29,10,164,6
2015-05-25,29,12,0.0,14.2,1,1,46,12:22 PM,12:47 AM,05:23 AM,07:40 PM,15,21,21,21,11,17,74,0.6,1023,29,10,184,6
2015-05-26,27,17,0.0,13.4,1,1,53,01:16 PM,01:20 AM,05:22 AM,07:41 PM,18,21,22,21,11,57,84,0.9,1022,27,8,195,7
2015-05-27,27,15,0.0,14.2,1,1,60,02:10 PM,01:51 AM,05:22 AM,07:42 PM,16,21,22,21,10,25,76,0.0,1022,27,8,234,6
2015-05-28,30,14,0.0,13.4,1,1,68,03:04 PM,02:22 AM,05:21 AM,07:43 PM,18,22,22,22,5,37,81,4.1,1022,30,8,134,3
2015-05-29,28,15,0.0,14.2,1,1,75,03:59 PM,02:54 AM,05:21 AM,07:43 PM,17,22,23,22,7,26,77,0.9,1021,28,8,165,4
2015-05-30,29,14,0.0,14.2,1,1,82,04:55 PM,03:28 AM,05:20 AM,07:44 PM,16,22,23,22,10,10,72,0.0,1020,29,8,179,6
2015-05-31,27,16,0.0,13.4,1,1,86,05:53 PM,04:04 AM,05:20 AM,07:45 PM,17,21,22,21,11,45,79,0.4,1017,27,8,206,7
2015-06-01,26,14,0.0,13.4,1,1,100,06:50 PM,04:44 AM,05:20 AM,07:45 PM,16,20,20,20,7,30,81,1.3,1017,26,8,204,5
2015-06-02,25,13,0.0,13.4,1,1,100,07:48 PM,05:30 AM,05:19 AM,07:46 PM,15,19,19,19,7,45,82,0.3,1016,25,6,213,5
2015-06-03,28,11,0.0,14.3,1,1,85,08:44 PM,06:19 AM,05:19 AM,07:46 PM,14,19,19,19,7,37,75,1.4,1016,28,7,87,4
2015-06-04,27,11,0.0,14.3,1,1,77,09:37 PM,07:15 AM,05:19 AM,07:47 PM,14,20,20,20,6,22,76,0.5,1017,27,8,152,4
2015-06-05,28,14,0.0,14.3,1,1,69,10:25 PM,08:15 AM,05:19 AM,07:48 PM,14,21,21,21,9,23,70,0.2,1017,28,10,258,6
2015-06-06,29,12,0.0,14.3,1,1,62,11:11 PM,09:18 AM,05:18 AM,07:48 PM,14,21,22,21,7,18,69,0.0,1015,29,10,201,5
2015-06-07,30,15,0.0,14.3,1,1,54,11:53 PM,10:23 AM,05:18 AM,07:49 PM,16,24,24,23,12,14,70,1.2,1016,30,10,170,7
2015-06-08,28,17,0.0,13.4,1,1,47,No moonrise,11:28 AM,05:18 AM,07:49 PM,18,24,24,22,17,40,79,0.0,1015,28,9,209,11
2015-06-09,28,14,0.0,13.4,1,1,39,12:32 AM,12:34 PM,05:18 AM,07:50 PM,16,22,22,22,8,20,75,0.0,1012,28,7,241,5
2015-06-10,33,12,0.0,14.3,1,1,32,01:10 AM,01:40 PM,05:18 AM,07:50 PM,14,23,23,23,4,5,65,0.0,1013,33,10,132,3
2015-06-11,31,15,0.0,14.3,1,1,24,01:49 AM,02:45 PM,05:18 AM,07:51 PM,18,25,25,24,8,21,73,0.2,1014,31,10,197,5
2015-06-12,29,18,0.0,14.3,1,1,17,02:27 AM,03:51 PM,05:18 AM,07:51 PM,19,24,24,23,12,21,78,0.1,1017,29,7,217,8
2015-06-13,30,18,0.0,14.3,1,1,9,03:09 AM,04:56 PM,05:18 AM,07:51 PM,18,25,25,24,14,15,72,0.0,1019,30,10,228,9
